student_id,fakultas_code,norm_wellbeing,norm_pressure,norm_social,norm_career,cluster_label,pca_dim1,pca_dim2
MHS-01925,0,0.52,0.46,0.59,0.41,2,0.054,-0.357
MHS-01926,1,0.41,0.6,0.49,0.58,3,-0.45,0.137
MHS-01927,4,0.7,0.45,0.88,0.77,4,0.436,-0.176
MHS-01928,0,0.73,0.48,0.81,0.75,4,0.445,0.016
MHS-01929,3,0.59,0.55,0.64,0.4,2,0.18,-0.512
MHS-01930,4,0.76,0.5,0.77,0.62,4,0.531,-0.266
MHS-01931,0,0.82,0.51,0.85,0.64,4,0.636,-0.417
MHS-01932,3,0.71,0.54,0.62,0.57,2,0.35,-0.227
MHS-01933,1,0.47,0.65,0.55,0.35,1,-0.057,-0.443
MHS-01934,3,0.75,0.56,0.75,0.95,4,0.431,0.403
MHS-01935,0,0.42,0.84,0.42,0.49,1,-0.925,-0.03
MHS-01936,5,0.54,0.62,0.24,0.6,3,-0.251,0.773
MHS-01937,1,0.36,0.6,0.23,0.6,3,-0.473,0.598
MHS-01938,1,0.44,0.61,0.53,0.41,2,-0.384,-0.257
MHS-01939,4,0.78,0.51,0.92,0.75,4,0.619,-0.427
MHS-01940,1,0.41,0.72,0.51,0.65,1,-0.522,0.439
MHS-01941,4,0.82,0.65,0.51,0.35,2,0.249,-0.253
MHS-01942,0,0.46,0.64,0.72,0.48,2,-0.278,-0.529
MHS-01943,3,0.79,0.42,0.74,0.85,4,0.843,0.27
MHS-01944,4,0.48,0.84,0.68,0.46,1,-0.63,-0.567
MHS-01945,2,0.64,0.35,0.74,0.7,4,0.565,-0.035
MHS-01946,0,0.59,0.57,0.77,0.45,2,0.143,-0.591
MHS-01947,5,0.61,0.5,0.56,0.48,2,0.403,-0.238
MHS-01948,2,0.44,0.8,0.48,0.65,1,-0.604,0.335
MHS-01949,1,0.68,0.41,0.86,0.72,4,0.582,-0.305
MHS-01950,1,0.57,0.66,0.23,0.58,3,-0.29,0.654
MHS-01951,5,0.57,0.67,0.64,0.43,2,-0.243,-0.381
MHS-01952,3,0.63,0.51,0.93,0.73,4,0.172,-0.316
MHS-01953,2,0.52,0.96,0.47,0.53,1,-0.878,0.005
MHS-01954,0,0.77,0.55,0.77,0.79,4,0.516,0.077
MHS-01955,1,0.72,0.34,0.76,0.77,4,0.663,0.095
MHS-01956,0,0.8,0.42,0.73,0.73,4,0.831,0.082
MHS-01957,5,0.74,0.41,0.94,0.68,4,0.445,-0.588
MHS-01958,3,0.55,0.52,0.73,0.55,2,0.182,-0.454
MHS-01959,1,0.57,0.43,0.9,0.73,4,0.313,-0.51
MHS-01960,1,0.46,0.83,0.4,0.49,1,-0.752,-0.071
MHS-01961,1,0.63,0.53,0.61,0.45,2,0.19,-0.437
MHS-01962,0,0.68,0.46,0.79,0.82,4,0.384,0.05
MHS-01963,1,0.5,0.89,0.59,0.44,1,-0.715,-0.172
MHS-01964,3,0.6,0.61,0.54,0.45,2,-0.125,-0.175
MHS-01965,2,0.44,0.92,0.51,0.5,1,-0.899,-0.007
MHS-01966,1,0.38,0.86,0.59,0.67,1,-0.966,-0.165
MHS-01967,1,0.76,0.44,0.96,0.73,4,0.733,-0.411
MHS-01968,1,0.56,0.85,0.56,0.5,1,-0.744,-0.062
MHS-01969,1,0.68,0.28,0.78,0.79,4,0.798,0.101
MHS-01970,3,0.59,0.49,0.28,0.61,3,0.271,0.662
MHS-01971,2,0.49,0.48,0.36,0.6,3,0.046,0.614
MHS-01972,0,0.4,0.58,0.45,0.52,1,-0.43,0.2
MHS-01973,3,0.58,0.8,0.51,0.53,1,-0.47,0.094
MHS-01974,2,0.69,0.43,0.9,0.72,4,0.718,-0.359
MHS-01975,3,0.61,0.52,0.54,0.44,2,0.338,-0.19
MHS-01976,0,0.62,0.78,0.51,0.49,1,-0.376,0.135
MHS-01977,1,0.48,0.71,0.47,0.52,3,-0.459,0.162
MHS-01978,5,0.76,0.48,0.84,0.8,4,0.689,-0.029
MHS-01979,0,0.82,0.45,0.83,0.62,4,0.613,-0.423
MHS-01980,1,0.48,0.56,0.42,0.7,3,-0.207,0.597
MHS-01981,4,0.67,0.6,0.54,0.54,2,0.217,-0.017
MHS-01982,4,0.63,0.68,0.55,0.46,2,-0.205,-0.269
MHS-01983,3,0.8,0.5,0.74,0.74,4,0.594,0.036
MHS-01984,1,0.53,0.94,0.54,0.55,1,-0.781,-0.107
MHS-01985,5,0.36,0.86,0.61,0.56,1,-0.951,-0.163
MHS-01986,0,0.53,0.51,0.67,0.4,2,0.003,-0.575
MHS-01987,4,0.76,0.46,0.7,0.67,4,0.592,0.005
MHS-01988,2,0.87,0.5,0.84,0.68,4,0.746,-0.366
MHS-01989,3,0.46,0.73,0.52,0.62,3,-0.804,0.257
MHS-01990,4,0.57,0.44,0.64,0.46,2,0.156,-0.468
MHS-01991,0,0.72,0.45,0.87,0.9,4,0.434,0.065
MHS-01992,1,0.52,0.57,0.39,0.63,3,0.067,0.308
MHS-01993,0,0.38,0.84,0.52,0.6,1,-0.885,0.001
MHS-01994,3,0.54,0.53,0.44,0.56,3,0.097,0.385
MHS-01995,1,0.36,0.83,0.56,0.44,1,-0.918,-0.337
MHS-01996,1,0.57,0.76,0.41,0.58,3,-0.287,0.299
MHS-01997,2,0.84,0.45,0.75,0.72,4,0.816,-0.109
MHS-01998,0,0.51,0.8,0.5,0.49,1,-0.633,0.01
MHS-01999,2,0.83,0.48,0.97,0.74,4,0.713,-0.425
MHS-02000,5,0.75,0.44,0.8,0.77,4,0.574,-0.011
MHS-02001,4,0.54,0.67,0.34,0.58,3,-0.295,0.382
MHS-02002,2,0.39,0.8,0.51,0.46,1,-0.822,-0.289
MHS-02003,4,0.63,0.79,0.5,0.55,1,-0.371,0.199
MHS-02004,1,0.4,0.86,0.5,0.54,1,-0.787,-0.035
MHS-02005,3,0.39,0.7,0.54,0.64,1,-0.641,0.103
MHS-02006,3,0.59,0.56,0.61,0.35,2,-0.053,-0.537
MHS-02007,2,0.59,0.59,0.65,0.39,2,0.077,-0.498
MHS-02008,3,0.64,0.63,0.56,0.52,2,-0.118,-0.075
MHS-02009,1,0.46,0.86,0.59,0.47,1,-0.819,-0.07
MHS-02010,3,0.47,0.9,0.52,0.56,1,-0.8,0.079
MHS-02011,1,0.77,0.38,0.82,0.89,4,0.758,0.25
MHS-02012,0,0.36,0.87,0.56,0.52,1,-1.128,0.098
MHS-02013,2,0.62,0.58,0.56,0.48,2,0.019,-0.195
MHS-02014,5,0.49,0.7,0.32,0.72,3,-0.399,0.917
MHS-02015,0,0.75,0.51,0.92,0.78,4,0.607,-0.441
MHS-02016,1,0.4,0.86,0.51,0.44,1,-0.778,-0.241
MHS-02017,5,0.54,0.71,0.47,0.42,2,-0.492,-0.076
MHS-02018,3,0.6,0.7,0.37,0.6,3,-0.191,0.563
MHS-02019,2,0.92,0.49,0.8,0.79,4,0.884,0.078
MHS-02020,0,0.49,0.6,0.27,0.65,3,-0.404,0.86
MHS-02021,4,0.52,0.57,0.63,0.44,2,-0.164,-0.351
MHS-02022,1,0.69,0.32,0.88,0.76,4,0.8,-0.382
MHS-02023,5,0.82,0.39,0.71,0.74,4,0.851,0.079
MHS-02024,0,0.48,0.66,0.43,0.47,3,-0.497,0.153
MHS-02025,1,0.55,0.72,0.47,0.54,1,-0.186,0.212
MHS-02026,4,0.66,0.57,0.43,0.58,3,0.202,0.265
MHS-02027,3,0.83,0.29,0.69,0.74,4,1.117,-0.005
MHS-02028,4,0.58,0.59,0.48,0.51,2,-0.026,0.084
MHS-02029,0,0.65,0.39,0.69,0.55,4,0.655,-0.289
MHS-02030,0,0.45,0.95,0.48,0.46,1,-1.137,-0.164
MHS-02031,2,0.64,0.6,0.58,0.41,2,0.076,-0.421
MHS-02032,5,0.8,0.34,0.82,0.61,4,1.006,-0.347
MHS-02033,1,0.87,0.46,0.86,0.72,4,0.623,-0.315
MHS-02034,4,0.79,0.44,0.76,0.69,4,0.705,-0.137
MHS-02035,1,0.76,0.42,0.9,0.77,4,0.65,-0.25
MHS-02036,0,0.46,0.8,0.44,0.39,1,-0.813,-0.124
MHS-02037,4,0.65,0.74,0.6,0.5,2,-0.191,-0.217
MHS-02038,5,0.37,0.81,0.49,0.6,1,-0.769,0.277
MHS-02039,0,0.54,0.57,0.48,0.34,2,-0.074,-0.269
MHS-02040,5,0.48,0.83,0.48,0.45,1,-0.636,-0.106
MHS-02041,2,0.43,0.91,0.51,0.48,1,-0.808,-0.212
MHS-02042,1,0.61,0.82,0.61,0.34,1,-0.492,-0.467
MHS-02043,1,0.63,0.91,0.63,0.49,1,-0.571,-0.171
MHS-02044,3,0.78,0.44,0.71,0.66,4,0.654,-0.007
MHS-02045,5,0.49,0.69,0.62,0.53,1,-0.292,-0.121
MHS-02046,3,0.45,0.74,0.52,0.24,2,-0.636,-0.564
MHS-02047,2,0.56,0.51,0.52,0.44,2,0.117,-0.111
MHS-02048,4,0.47,0.69,0.53,0.37,2,-0.349,-0.224
MHS-02049,1,0.32,0.63,0.51,0.46,3,-0.683,-0.11
MHS-02050,3,0.72,0.44,0.73,0.79,4,0.483,0.234
MHS-02051,5,0.58,0.55,0.42,0.48,3,-0.048,0.083
MHS-02052,2,0.67,0.42,0.69,0.74,4,0.502,0.222
MHS-02053,0,0.61,0.77,0.66,0.43,1,-0.327,-0.733
MHS-02054,0,0.52,0.65,0.38,0.58,3,-0.107,0.38
MHS-02055,2,0.82,0.54,0.79,0.71,4,0.51,0.069
MHS-02056,2,0.47,0.83,0.44,0.5,1,-0.746,0.125
MHS-02057,5,0.43,0.64,0.34,0.52,3,-0.547,0.592
MHS-02058,4,0.54,0.63,0.34,0.62,3,-0.137,0.544
MHS-02059,4,0.65,0.41,0.93,0.87,4,0.395,-0.03
MHS-02060,3,0.86,0.51,0.8,0.92,4,0.572,0.219
MHS-02061,2,0.83,0.57,0.89,0.68,4,0.628,-0.463
MHS-02062,5,0.5,0.86,0.59,0.54,1,-0.603,-0.091
MHS-02063,1,0.56,0.57,0.69,0.43,2,-0.015,-0.583
MHS-02064,5,0.42,0.67,0.54,0.41,1,-0.568,-0.253
MHS-02065,2,0.46,0.86,0.47,0.77,1,-0.721,0.6
MHS-02066,1,0.39,0.66,0.58,0.46,2,-0.425,-0.342
MHS-02067,5,0.51,0.72,0.51,0.35,2,-0.402,-0.412
MHS-02068,0,0.58,0.71,0.69,0.35,2,-0.233,-0.685
MHS-02069,5,0.69,0.43,0.87,0.74,4,0.695,-0.14
MHS-02070,4,0.56,0.74,0.56,0.48,2,-0.473,-0.154
MHS-02071,2,0.53,0.82,0.55,0.5,1,-0.583,-0.081
MHS-02072,4,0.64,0.37,0.75,0.72,4,0.413,0.055
MHS-02073,4,0.75,0.43,0.62,0.72,4,0.534,0.089
MHS-02074,4,0.38,0.85,0.59,0.57,1,-1.053,0.064
MHS-02075,1,0.77,0.51,0.81,0.86,4,0.431,0.031
MHS-02076,3,0.65,0.84,0.65,0.44,1,-0.255,-0.448
MHS-02077,4,0.8,0.47,0.92,0.72,4,0.722,-0.527
MHS-02078,1,0.78,0.43,0.84,0.88,4,0.659,0.149
MHS-02079,0,0.62,0.61,0.57,0.47,2,0.334,-0.135
MHS-02080,3,0.73,0.41,0.85,0.74,4,0.618,-0.064
MHS-02081,5,0.55,0.4,0.71,0.47,2,0.446,-0.4
MHS-02082,4,0.57,0.45,0.5,0.38,2,0.141,-0.231
MHS-02083,3,0.61,0.56,0.55,0.55,2,0.266,0.014
MHS-02084,3,0.46,0.81,0.44,0.62,1,-0.731,0.357
MHS-02085,0,0.81,0.47,0.75,0.77,4,0.54,0.012
MHS-02086,0,0.36,0.68,0.3,0.5,3,-0.596,0.441
MHS-02087,2,0.76,0.47,0.78,0.75,4,0.592,-0.17
MHS-02088,5,0.47,0.62,0.62,0.47,2,-0.388,-0.386
MHS-02089,2,0.53,0.75,0.71,0.42,1,-0.307,-0.596
MHS-02090,2,0.42,0.94,0.61,0.5,1,-1.027,-0.207
MHS-02091,1,0.47,0.51,0.33,0.64,3,-0.072,0.52
MHS-02092,3,0.65,0.51,0.6,0.39,2,0.267,-0.411
MHS-02093,3,0.63,0.53,0.83,0.68,4,0.064,-0.255
MHS-02094,0,0.82,0.41,0.85,0.79,4,1.045,-0.013
MHS-02095,3,0.55,0.64,0.35,0.38,3,-0.262,0.103
MHS-02096,1,0.61,0.61,0.61,0.47,2,-0.015,-0.123
MHS-02097,5,0.75,0.38,0.91,0.82,4,0.731,-0.231
MHS-02098,3,0.86,0.51,0.69,0.72,4,0.759,-0.023
MHS-02099,2,0.39,0.96,0.5,0.5,1,-1.233,-0.037
MHS-02100,5,0.69,0.52,0.82,0.52,4,0.325,-0.724
MHS-02101,4,0.59,0.82,0.5,0.5,1,-0.42,0.191
MHS-02102,1,0.44,0.7,0.57,0.63,1,-0.47,0.238
MHS-02103,3,0.48,0.86,0.43,0.6,1,-0.804,0.277
MHS-02104,4,0.67,0.54,0.6,0.38,2,0.359,-0.325
MHS-02105,1,0.58,0.88,0.63,0.52,1,-0.683,-0.229
MHS-02106,4,0.44,0.93,0.47,0.46,1,-1.023,0.057
MHS-02107,3,0.54,0.71,0.6,0.57,1,-0.369,-0.084
MHS-02108,2,0.5,0.63,0.36,0.5,3,-0.192,0.434
MHS-02109,3,0.75,0.41,0.86,0.8,4,0.542,-0.037
MHS-02110,0,0.83,0.47,0.91,0.68,4,0.672,-0.404
MHS-02111,1,0.72,0.51,0.69,0.63,4,0.53,-0.094
MHS-02112,5,0.75,0.41,0.78,0.74,4,0.64,-0.035
MHS-02113,1,0.64,0.67,0.8,0.44,2,-0.078,-0.783
MHS-02114,2,0.69,0.58,0.67,0.25,2,0.149,-0.875
MHS-02115,4,0.46,0.57,0.32,0.57,3,-0.298,0.479
MHS-02116,0,0.77,0.4,0.88,0.69,4,0.83,-0.48
MHS-02117,1,0.79,0.6,0.81,0.65,4,0.456,-0.332
MHS-02118,4,0.61,0.63,0.5,0.4,2,0.07,-0.116
MHS-02119,5,0.46,0.67,0.41,0.58,3,-0.216,0.324
MHS-02120,3,0.51,0.92,0.37,0.48,1,-0.766,0.194
MHS-02121,4,0.48,0.62,0.46,0.44,2,-0.404,-0.06
MHS-02122,4,0.53,0.68,0.63,0.41,2,-0.233,-0.445
MHS-02123,4,0.69,0.42,0.75,0.86,4,0.488,0.111
MHS-02124,5,0.42,0.54,0.39,0.52,3,-0.172,0.176
MHS-02125,1,0.48,0.79,0.44,0.49,1,-0.589,0.134
MHS-02126,2,0.68,0.52,0.58,0.36,2,0.22,-0.454
MHS-02127,1,0.58,0.43,0.47,0.63,2,0.333,0.321
MHS-02128,1,0.42,0.73,0.29,0.63,3,-0.531,0.723
MHS-02129,0,0.51,0.85,0.54,0.58,1,-0.62,-0.099
MHS-02130,1,0.39,0.87,0.46,0.56,1,-0.925,0.209
MHS-02131,2,0.48,0.87,0.59,0.47,1,-0.832,-0.207
MHS-02132,0,0.74,0.48,0.72,0.67,4,0.504,0.03
MHS-02133,4,0.47,0.63,0.29,0.51,3,-0.35,0.489
MHS-02134,2,0.49,0.89,0.54,0.53,1,-0.798,-0.117
MHS-02135,3,0.73,0.55,0.9,0.72,4,0.45,-0.349
MHS-02136,1,0.76,0.43,0.75,0.66,4,0.797,-0.322
MHS-02137,1,0.83,0.44,0.58,0.69,4,0.79,0.204
MHS-02138,5,0.47,0.84,0.65,0.59,1,-0.828,-0.083
MHS-02139,5,0.69,0.56,0.77,0.5,2,0.265,-0.533
MHS-02140,3,0.47,0.46,0.33,0.68,3,0.098,0.821
MHS-02141,4,0.56,0.8,0.54,0.44,1,-0.501,-0.091
MHS-02142,1,0.73,0.55,0.98,0.87,4,0.398,-0.278
MHS-02143,0,0.78,0.44,0.92,0.82,4,0.664,-0.146
MHS-02144,4,0.53,0.65,0.57,0.54,2,-0.23,0.051
MHS-02145,0,0.45,0.78,0.41,0.38,1,-0.716,-0.178
MHS-02146,5,0.53,0.69,0.41,0.58,1,-0.493,0.281
MHS-02147,3,0.65,0.39,0.92,0.8,4,0.487,-0.262
MHS-02148,5,0.82,0.38,0.73,0.59,4,0.858,-0.251
MHS-02149,5,0.67,0.63,0.45,0.61,2,-0.033,0.283
MHS-02150,0,0.44,0.63,0.42,0.58,3,-0.372,0.421
MHS-02151,2,0.56,0.89,0.54,0.5,1,-0.715,-0.097
MHS-02152,0,0.52,0.52,0.29,0.65,3,-0.069,0.627
MHS-02153,0,0.65,0.54,0.82,0.73,4,0.253,-0.009
MHS-02154,5,0.56,0.69,0.42,0.54,3,-0.076,0.11
MHS-02155,3,0.44,0.89,0.5,0.6,1,-0.906,0.185
MHS-02156,1,0.58,0.63,0.68,0.56,2,-0.202,-0.352
MHS-02157,4,0.59,0.52,0.72,0.82,4,0.191,0.151
MHS-02158,4,0.6,0.54,0.53,0.65,2,0.088,0.32
MHS-02159,1,0.75,0.65,0.65,0.46,2,-0.048,-0.202
MHS-02160,0,0.42,0.76,0.64,0.48,1,-0.601,-0.396
MHS-02161,5,0.73,0.65,0.64,0.65,2,0.133,0.12
MHS-02162,3,0.58,0.58,0.62,0.38,2,0.064,-0.452
MHS-02163,0,0.45,0.87,0.43,0.52,1,-0.944,0.297
MHS-02164,4,0.58,0.75,0.51,0.47,1,-0.333,-0.053
MHS-02165,5,0.58,0.67,0.48,0.52,3,-0.16,0.119
MHS-02166,4,0.75,0.42,0.72,0.84,4,0.474,0.395
MHS-02167,3,0.71,0.59,0.87,0.63,4,0.234,-0.61
MHS-02168,4,0.39,0.47,0.24,0.59,3,-0.144,0.7
MHS-02169,0,0.52,0.9,0.63,0.57,1,-0.744,-0.31
MHS-02170,4,0.37,0.72,0.36,0.52,3,-0.722,0.327
MHS-02171,5,0.65,0.39,0.85,0.79,4,0.576,-0.11
MHS-02172,5,0.61,0.3,0.79,0.63,4,0.776,-0.179
MHS-02173,3,0.54,0.61,0.61,0.19,2,0.026,-0.843
MHS-02174,1,0.73,0.6,0.83,0.71,4,0.286,-0.104
MHS-02175,4,0.71,0.72,0.34,0.36,3,-0.033,0.028
MHS-02176,3,0.55,0.6,0.66,0.49,2,-0.151,-0.386
MHS-02177,3,0.7,0.53,0.9,0.59,4,0.316,-0.597
MHS-02178,4,0.5,0.75,0.35,0.6,3,-0.601,0.593
MHS-02179,3,0.53,0.57,0.66,0.55,2,-0.098,-0.234
MHS-02180,1,0.93,0.42,0.79,0.73,4,1.008,-0.187
MHS-02181,4,0.89,0.43,0.85,0.71,4,0.799,-0.306
MHS-02182,2,0.45,0.74,0.4,0.57,3,-0.612,0.249
MHS-02183,5,0.53,0.57,0.59,0.47,2,-0.154,-0.287
MHS-02184,1,0.48,0.81,0.62,0.52,1,-0.767,-0.145
MHS-02185,5,0.4,0.8,0.58,0.53,1,-0.789,-0.06
MHS-02186,5,0.53,0.84,0.46,0.52,1,-0.608,0.082
MHS-02187,2,0.69,0.63,0.57,0.38,2,0.174,-0.467
MHS-02188,1,0.52,0.58,0.28,0.62,3,-0.174,0.736
MHS-02189,1,0.78,0.53,0.84,0.75,4,0.356,-0.371
MHS-02190,5,0.83,0.46,0.82,0.69,4,0.798,-0.176
MHS-02191,1,0.6,0.61,0.57,0.53,2,-0.192,0.042
MHS-02192,0,0.47,0.77,0.57,0.55,1,-0.548,-0.048
MHS-02193,5,0.57,0.64,0.35,0.55,3,-0.136,0.323
MHS-02194,1,0.58,0.63,0.62,0.48,2,-0.011,-0.144
MHS-02195,2,0.52,0.74,0.54,0.56,1,-0.428,-0.043
MHS-02196,1,0.59,0.55,0.54,0.39,2,0.063,-0.431
MHS-02197,1,0.49,0.63,0.56,0.34,2,-0.342,-0.512
MHS-02198,5,0.53,0.55,0.39,0.54,3,-0.191,0.404
MHS-02199,2,0.58,0.65,0.54,0.45,3,0.067,-0.097
MHS-02200,3,0.65,0.65,0.67,0.43,2,-0.292,-0.368
MHS-02201,1,0.58,0.51,0.59,0.49,2,0.236,-0.289
MHS-02202,3,0.75,0.41,0.85,0.9,4,0.77,0.169
MHS-02203,5,0.36,0.85,0.72,0.44,1,-0.904,-0.59
MHS-02204,0,0.41,0.61,0.37,0.56,3,-0.432,0.488
MHS-02205,0,0.4,0.53,0.38,0.43,3,-0.222,0.339
MHS-02206,0,0.37,0.9,0.48,0.41,1,-1.021,-0.246
MHS-02207,0,0.53,0.6,0.62,0.43,2,-0.04,-0.612
MHS-02208,1,0.92,0.48,0.75,0.78,4,0.98,0.047
MHS-02209,5,0.49,0.68,0.5,0.53,1,-0.546,-0.029
MHS-02210,1,0.51,0.76,0.55,0.46,1,-0.32,-0.264
MHS-02211,4,0.5,0.61,0.29,0.64,3,-0.318,0.579
MHS-02212,5,0.55,0.68,0.55,0.37,2,-0.327,-0.382
MHS-02213,4,0.5,0.84,0.51,0.55,1,-0.706,-0.047
MHS-02214,2,0.46,0.53,0.67,0.46,2,-0.235,-0.583
MHS-02215,0,0.53,0.73,0.34,0.57,3,-0.208,0.404
MHS-02216,0,0.58,0.63,0.61,0.54,2,-0.239,-0.214
MHS-02217,1,0.51,0.62,0.44,0.48,3,-0.169,-0.011
MHS-02218,0,0.71,0.72,0.75,0.43,2,0.119,-0.506
MHS-02219,1,0.34,0.81,0.5,0.6,1,-0.908,0.216
MHS-02220,0,0.61,0.59,0.71,0.28,2,0.194,-0.775
MHS-02221,1,0.46,0.78,0.49,0.52,1,-0.475,-0.022
MHS-02222,4,0.73,0.54,0.83,0.7,4,0.463,-0.169
MHS-02223,4,0.74,0.5,0.67,0.75,4,0.364,0.153
MHS-02224,0,0.48,0.64,0.62,0.58,2,-0.356,-0.112
MHS-02225,1,0.83,0.53,0.78,0.79,4,0.75,0.067
MHS-02226,5,0.44,0.88,0.44,0.58,1,-1.055,0.226
MHS-02227,0,0.62,0.59,0.54,0.33,2,0.027,-0.264
MHS-02228,4,0.45,0.71,0.45,0.45,1,-0.546,0.127
MHS-02229,5,0.76,0.48,0.72,0.81,4,0.767,0.097
MHS-02230,1,0.41,0.89,0.66,0.41,1,-1.056,-0.473
MHS-02231,0,0.43,0.75,0.62,0.53,1,-0.468,-0.081
MHS-02232,4,0.47,0.77,0.52,0.58,3,-0.45,0.159
MHS-02233,3,0.63,0.44,0.73,0.44,2,0.24,-0.843
MHS-02234,1,0.79,0.48,0.85,0.8,4,0.766,0.04
MHS-02235,1,0.52,0.65,0.4,0.61,3,-0.457,0.456
MHS-02236,2,0.43,0.7,0.36,0.56,3,-0.643,0.363
MHS-02237,1,0.78,0.62,0.83,0.76,4,0.424,-0.278
MHS-02238,5,0.66,0.78,0.59,0.49,1,-0.165,-0.235
MHS-02239,4,0.56,0.59,0.15,0.59,3,0.027,0.97
MHS-02240,5,0.82,0.47,0.67,0.61,4,0.547,-0.252
MHS-02241,2,0.49,0.68,0.64,0.58,1,-0.536,-0.074
MHS-02242,4,0.45,0.6,0.3,0.48,3,-0.296,0.243
MHS-02243,4,0.62,0.29,0.77,0.68,4,0.686,-0.035
MHS-02244,5,0.74,0.4,0.85,0.71,4,0.642,-0.198
MHS-02245,5,0.52,0.67,0.54,0.51,2,-0.218,0.136
MHS-02246,2,0.29,0.92,0.52,0.5,1,-1.227,-0.14
MHS-02247,3,0.56,0.52,0.56,0.46,2,0.177,-0.173
MHS-02248,2,0.32,0.91,0.46,0.57,1,-1.259,0.13
MHS-02249,3,0.46,0.71,0.6,0.61,1,-0.482,-0.096
MHS-02250,1,0.68,0.6,0.86,0.74,4,0.16,-0.171
MHS-02251,0,0.5,0.55,0.34,0.59,3,-0.005,0.403
MHS-02252,0,0.53,0.67,0.68,0.35,2,-0.37,-0.698
MHS-02253,1,0.52,0.89,0.55,0.65,1,-0.777,0.126
MHS-02254,1,0.48,0.85,0.43,0.38,1,-0.554,-0.076
MHS-02255,3,0.36,0.72,0.34,0.47,3,-0.591,0.219
MHS-02256,1,0.79,0.46,0.62,0.78,4,0.479,0.205
MHS-02257,1,0.61,0.75,0.66,0.37,2,-0.239,-0.393
MHS-02258,0,0.43,0.61,0.4,0.43,3,-0.25,0.135
MHS-02259,4,0.48,0.87,0.5,0.56,1,-0.636,0.122
MHS-02260,2,0.41,0.78,0.58,0.54,1,-0.762,0.034
MHS-02261,4,0.35,0.77,0.33,0.7,3,-0.815,0.652
MHS-02262,5,0.78,0.58,0.86,0.77,4,0.361,-0.189
MHS-02263,5,0.54,0.72,0.66,0.36,2,-0.357,-0.666
MHS-02264,3,0.65,0.52,0.27,0.39,3,0.318,0.262
MHS-02265,1,0.64,0.54,0.71,0.53,2,0.146,-0.246
MHS-02266,0,0.69,0.65,0.65,0.45,2,-0.139,-0.467
MHS-02267,1,0.41,0.75,0.48,0.55,1,-0.613,0.206
MHS-02268,5,0.53,0.76,0.46,0.42,1,-0.502,-0.079
MHS-02269,1,0.71,0.42,0.98,0.78,4,0.689,-0.471
MHS-02270,1,0.53,0.59,0.38,0.7,3,-0.234,0.558
MHS-02271,4,0.72,0.49,0.93,0.71,4,0.29,-0.5
MHS-02272,4,0.56,0.62,0.78,0.42,2,-0.093,-0.866
MHS-02273,1,0.42,0.86,0.52,0.44,1,-0.735,-0.302
MHS-02274,2,0.61,0.51,0.68,0.43,2,0.011,-0.487
MHS-02275,2,0.44,0.74,0.21,0.43,3,-0.654,0.467
MHS-02276,3,0.64,0.4,0.8,0.72,4,0.435,-0.133
MHS-02277,5,0.45,0.7,0.36,0.61,3,-0.424,0.578
MHS-02278,0,0.47,0.6,0.62,0.5,2,-0.27,-0.035
MHS-02279,5,0.85,0.5,0.74,0.89,4,0.719,0.219
MHS-02280,5,0.42,0.55,0.73,0.39,2,-0.102,-0.708
MHS-02281,5,0.63,0.54,0.66,0.38,2,0.197,-0.424
MHS-02282,1,0.45,0.91,0.65,0.35,1,-0.927,-0.658
MHS-02283,3,0.36,0.76,0.49,0.63,1,-0.894,0.314
MHS-02284,4,0.58,0.64,0.76,0.27,2,-0.07,-0.958
MHS-02285,5,0.84,0.58,0.89,0.59,4,0.649,-0.468
MHS-02286,3,0.79,0.42,0.85,0.73,4,0.504,-0.254
MHS-02287,1,0.68,0.4,0.79,0.7,4,0.511,-0.239
MHS-02288,2,0.88,0.35,0.78,0.72,4,1.085,-0.162
MHS-02289,1,0.47,0.89,0.66,0.39,1,-0.64,-0.579
MHS-02290,4,0.53,0.78,0.6,0.56,1,-0.475,0.039
MHS-02291,0,0.49,0.5,0.67,0.45,2,-0.015,-0.348
MHS-02292,4,0.54,0.59,0.63,0.5,2,-0.082,-0.176
MHS-02293,3,0.52,0.59,0.61,0.43,2,0.008,-0.238
MHS-02294,3,0.57,0.63,0.63,0.43,2,-0.246,-0.422
MHS-02295,3,0.72,0.46,0.86,0.78,4,0.483,-0.14
MHS-02296,4,0.53,0.55,0.29,0.68,3,-0.137,0.839
MHS-02297,2,0.47,0.83,0.64,0.5,1,-0.849,-0.312
MHS-02298,1,0.53,0.61,0.56,0.49,2,-0.145,-0.258
MHS-02299,5,0.49,0.67,0.76,0.53,2,-0.278,-0.424
MHS-02300,0,0.83,0.42,0.63,0.75,4,0.753,0.233
MHS-02301,5,0.67,0.48,0.71,0.81,4,0.262,0.061
MHS-02302,3,0.78,0.49,0.6,0.71,4,0.402,0.169
MHS-02303,5,0.93,0.46,0.83,0.72,4,1.0,-0.332
MHS-02304,5,0.8,0.53,0.71,0.75,4,0.485,0.08
MHS-02305,4,0.46,0.7,0.59,0.49,1,-0.446,-0.181
MHS-02306,3,0.74,0.39,0.84,0.85,4,0.615,0.139
MHS-02307,5,0.72,0.37,0.66,0.76,4,0.601,0.144
MHS-02308,3,0.55,0.51,0.63,0.35,2,-0.037,-0.656
MHS-02309,5,0.5,0.68,0.37,0.59,3,-0.323,0.367
